feature,direction,current_val,global_mean,action,owner,impact_score,is_proxy,customer_idx,churn_proba
monthlyminutes,increase,177.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.658,False,3687,0.5038365686029292
monthlyrevenue,increase,31.24,58.8,Bundle additional services at no cost to boost value,Sales,0.62,False,3687,0.5038365686029292
percchangerevenues,increase,-176.8,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,4.454,False,3690,0.8796645412006366
percchangeminutes,increase,-603.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,2.305,False,3690,0.8796645412006366
currentequipmentdays,decrease,754.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.471,False,3690,0.8796645412006366
currentequipmentdays,decrease,799.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.649,False,3702,0.5897668294574234
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,3702,0.5897668294574234
monthlyrevenue,increase,23.74,58.8,Bundle additional services at no cost to boost value,Sales,0.789,False,3702,0.5897668294574234
currentequipmentdays,decrease,689.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.215,False,3746,0.5737606553163517
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,3746,0.5737606553163517
monthlyrevenue,increase,17.14,58.8,Bundle additional services at no cost to boost value,Sales,0.937,False,3746,0.5737606553163517
currentequipmentdays,decrease,793.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.625,False,3826,0.7623662422880095
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,3826,0.7623662422880095
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,3826,0.7623662422880095
currentequipmentdays,decrease,792.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.621,False,3865,0.5593491338278231
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,3865,0.5593491338278231
monthlyrevenue,increase,19.99,58.8,Bundle additional services at no cost to boost value,Sales,0.873,False,3865,0.5593491338278231
overageminutes,decrease,453.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,4.282,False,3902,0.5905321941598309
directorassistedcalls,decrease,9.65,0.89,Enable self-service directory app + customer education,Digital,3.935,False,3902,0.5905321941598309
droppedcalls,decrease,16.7,6.01,Escalate to network ops for coverage improvement,Network Ops,1.182,False,3902,0.5905321941598309
monthlyminutes,increase,1.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.991,False,3947,0.5689661357626297
monthlyrevenue,increase,19.0,58.8,Bundle additional services at no cost to boost value,Sales,0.896,False,3947,0.5689661357626297
currentequipmentdays,decrease,678.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.172,False,3953,0.5243533810041939
monthlyminutes,increase,92.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.819,False,3953,0.5243533810041939
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,3953,0.5243533810041939
overageminutes,decrease,309.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.79,False,3964,0.5613054630108194
directorassistedcalls,decrease,4.46,0.89,Enable self-service directory app + customer education,Digital,1.603,False,3964,0.5613054630108194
totalrecurringcharge,decrease,85.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.603,False,3988,0.5516067266955507
monthlyminutes,increase,6.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.981,False,3988,0.5516067266955507
currentequipmentdays,decrease,491.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.435,False,3988,0.5516067266955507
percchangeminutes,increase,-222.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.82,False,4015,0.5232357571656219
currentequipmentdays,decrease,510.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.51,False,4015,0.5232357571656219
monthlyminutes,increase,283.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.458,False,4015,0.5232357571656219
percchangeminutes,increase,-374.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.413,False,4025,0.5315285129732671
currentequipmentdays,decrease,673.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.152,False,4025,0.5315285129732671
monthlyrevenue,increase,43.79,58.8,Bundle additional services at no cost to boost value,Sales,0.338,False,4025,0.5315285129732671
currentequipmentdays,decrease,732.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.385,False,4080,0.5554983104154421
overageminutes,decrease,134.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.975,False,4080,0.5554983104154421
droppedcalls,decrease,13.0,6.01,Escalate to network ops for coverage improvement,Network Ops,0.773,False,4080,0.5554983104154421
currentequipmentdays,decrease,663.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.113,False,4091,0.5303030638319349
monthlyminutes,increase,174.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.664,False,4091,0.5303030638319349
percchangeminutes,increase,-172.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.626,False,4091,0.5303030638319349
currentequipmentdays,decrease,835.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.791,False,4133,0.5418837551079191
monthlyrevenue,increase,16.0,58.8,Bundle additional services at no cost to boost value,Sales,0.963,False,4133,0.5418837551079191
monthlyminutes,increase,40.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.917,False,4133,0.5418837551079191
monthlyminutes,increase,121.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.764,False,4164,0.5180134279918882
droppedcalls,decrease,75.7,6.01,Escalate to network ops for coverage improvement,Network Ops,7.706,False,4184,0.6655337432444354
percchangeminutes,increase,-1508.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,5.832,False,4184,0.6655337432444354
blockedcalls,decrease,31.7,4.09,Upgrade cell capacity in customer usage area,Network Ops,2.523,False,4184,0.6655337432444354
currentequipmentdays,decrease,828.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.763,False,4231,0.5097982754741603
monthlyminutes,increase,51.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.896,False,4231,0.5097982754741603
monthlyrevenue,increase,23.57,58.8,Bundle additional services at no cost to boost value,Sales,0.793,False,4231,0.5097982754741603
blockedcalls,decrease,17.3,4.09,Upgrade cell capacity in customer usage area,Network Ops,1.207,False,4251,0.5578091012374286
monthlyminutes,increase,171.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.669,False,4251,0.5578091012374286
monthlyrevenue,increase,31.63,58.8,Bundle additional services at no cost to boost value,Sales,0.611,False,4251,0.5578091012374286
currentequipmentdays,decrease,766.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.519,False,4261,0.5635075827081288
monthlyminutes,increase,196.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.622,False,4261,0.5635075827081288
percchangerevenues,increase,-23.3,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.561,False,4261,0.5635075827081288
blockedcalls,decrease,14.7,4.09,Upgrade cell capacity in customer usage area,Network Ops,0.97,False,4291,0.5317692072437562
monthlyminutes,increase,88.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.826,False,4291,0.5317692072437562
monthlyrevenue,increase,28.45,58.8,Bundle additional services at no cost to boost value,Sales,0.683,False,4291,0.5317692072437562
currentequipmentdays,decrease,824.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.747,False,4317,0.6194339263794274
monthlyminutes,increase,114.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.777,False,4317,0.6194339263794274
percchangeminutes,increase,-114.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.399,False,4317,0.6194339263794274
currentequipmentdays,decrease,760.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.495,False,4366,0.5301773102683319
monthlyminutes,increase,180.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.652,False,4366,0.5301773102683319
monthlyrevenue,increase,38.12,58.8,Bundle additional services at no cost to boost value,Sales,0.465,False,4366,0.5301773102683319
currentequipmentdays,decrease,695.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.239,False,4371,0.5173610065267474
percchangeminutes,increase,-259.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.965,False,4371,0.5173610065267474
monthlyrevenue,increase,41.03,58.8,Bundle additional services at no cost to boost value,Sales,0.4,False,4371,0.5173610065267474
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,4372,0.6445856739073428
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4372,0.6445856739073428
currentequipmentdays,decrease,541.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.632,False,4372,0.6445856739073428
currentequipmentdays,decrease,816.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.716,False,4435,0.583272858004743
percchangeminutes,increase,-223.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.824,False,4435,0.583272858004743
monthlyrevenue,increase,31.74,58.8,Bundle additional services at no cost to boost value,Sales,0.609,False,4435,0.583272858004743
currentequipmentdays,decrease,752.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.464,False,4478,0.630675369893371
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4478,0.630675369893371
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,4478,0.630675369893371
currentequipmentdays,decrease,699.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.255,False,4579,0.5392215724245182
monthlyminutes,increase,23.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.949,False,4579,0.5392215724245182
monthlyrevenue,increase,32.74,58.8,Bundle additional services at no cost to boost value,Sales,0.586,False,4579,0.5392215724245182
monthlyrevenue,increase,26.68,58.8,Bundle additional services at no cost to boost value,Sales,0.723,False,4583,0.5582392669223066
monthlyminutes,increase,166.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.679,False,4583,0.5582392669223066
customercarecalls,decrease,5.0,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,0.614,True,4583,0.5582392669223066
currentequipmentdays,decrease,804.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.668,False,4618,0.5729636766375968
percchangeminutes,increase,-228.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.844,False,4618,0.5729636766375968
monthlyminutes,increase,228.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.562,False,4618,0.5729636766375968
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4632,0.6716922206419892
monthlyrevenue,increase,33.24,58.8,Bundle additional services at no cost to boost value,Sales,0.575,False,4632,0.6716922206419892
monthlyrevenue,increase,10.13,58.8,Bundle additional services at no cost to boost value,Sales,1.095,False,4660,0.6612887375703619
monthlyminutes,increase,1.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.991,False,4660,0.6612887375703619
currentequipmentdays,decrease,801.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.657,False,4663,0.5888718653517366
directorassistedcalls,decrease,3.22,0.89,Enable self-service directory app + customer education,Digital,1.046,False,4663,0.5888718653517366
percchangeminutes,increase,-245.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.91,False,4663,0.5888718653517366
currentequipmentdays,decrease,632.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.991,False,4664,0.5749349940833806
monthlyminutes,increase,141.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.726,False,4664,0.5749349940833806
monthlyrevenue,increase,30.26,58.8,Bundle additional services at no cost to boost value,Sales,0.642,False,4664,0.5749349940833806
currentequipmentdays,decrease,740.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.416,False,4668,0.5543980186997435
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4668,0.5543980186997435
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,4668,0.5543980186997435
droppedcalls,decrease,25.0,6.01,Escalate to network ops for coverage improvement,Network Ops,2.1,False,4676,0.5190045990947537
overageminutes,decrease,147.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.11,False,4676,0.5190045990947537
currentequipmentdays,decrease,464.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.329,False,4676,0.5190045990947537
percchangeminutes,increase,-519.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.978,False,4679,0.5261440903608103
overageminutes,decrease,214.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.805,False,4679,0.5261440903608103
totalrecurringcharge,decrease,88.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.729,False,4679,0.5261440903608103
overageminutes,decrease,626.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,6.076,False,4684,0.6382887620557643
droppedcalls,decrease,11.7,6.01,Escalate to network ops for coverage improvement,Network Ops,0.629,False,4684,0.6382887620557643
currentequipmentdays,decrease,509.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.506,False,4684,0.6382887620557643
currentequipmentdays,decrease,628.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.975,False,4708,0.5762364169060813
monthlyminutes,increase,80.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.841,False,4708,0.5762364169060813
monthlyrevenue,increase,30.12,58.8,Bundle additional services at no cost to boost value,Sales,0.645,False,4708,0.5762364169060813
currentequipmentdays,decrease,734.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.393,False,4752,0.5498397552013065
totalrecurringcharge,decrease,75.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.183,False,4752,0.5498397552013065
monthlyminutes,increase,173.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.666,False,4752,0.5498397552013065
monthlyrevenue,increase,10.75,58.8,Bundle additional services at no cost to boost value,Sales,1.081,False,4764,0.6004597727065907
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4764,0.6004597727065907
currentequipmentdays,decrease,795.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.633,False,4765,0.6067296365458402
monthlyminutes,increase,129.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.749,False,4765,0.6067296365458402
percchangerevenues,increase,-26.7,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.647,False,4765,0.6067296365458402
totalrecurringcharge,decrease,75.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.183,False,4824,0.6617344896024908
percchangeminutes,increase,-305.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.144,False,4824,0.6617344896024908
currentequipmentdays,decrease,663.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.113,False,4824,0.6617344896024908
droppedcalls,decrease,85.0,6.01,Escalate to network ops for coverage improvement,Network Ops,8.734,False,4865,0.642026088240478
blockedcalls,decrease,13.7,4.09,Upgrade cell capacity in customer usage area,Network Ops,0.878,False,4865,0.642026088240478
monthlyminutes,increase,228.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.562,False,4865,0.642026088240478
currentequipmentdays,decrease,728.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.369,False,4866,0.5751777497200092
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,4866,0.5751777497200092
monthlyrevenue,increase,15.0,58.8,Bundle additional services at no cost to boost value,Sales,0.986,False,4866,0.5751777497200092
percchangerevenues,increase,-71.9,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.793,False,4870,0.6344240410434483
percchangeminutes,increase,-199.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.731,False,4870,0.6344240410434483
droppedcalls,decrease,10.3,6.01,Escalate to network ops for coverage improvement,Network Ops,0.474,False,4870,0.6344240410434483
currentequipmentdays,decrease,620.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.943,False,4871,0.6280742910574886
monthlyminutes,increase,171.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.669,False,4871,0.6280742910574886
percchangeminutes,increase,-163.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.59,False,4871,0.6280742910574886
percchangeminutes,increase,-205.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.754,False,4901,0.5474781073941203
droppedcalls,decrease,12.0,6.01,Escalate to network ops for coverage improvement,Network Ops,0.662,False,4901,0.5474781073941203
customercarecalls,decrease,4.7,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,0.556,True,4901,0.5474781073941203
monthlyminutes,increase,70.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.86,False,4978,0.6150170610354073
currentequipmentdays,decrease,561.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.711,False,4978,0.6150170610354073
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,4978,0.6150170610354073
droppedcalls,decrease,35.0,6.01,Escalate to network ops for coverage improvement,Network Ops,3.205,False,4985,0.52211995209586
percchangeminutes,increase,-402.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.522,False,4985,0.52211995209586
blockedcalls,decrease,16.3,4.09,Upgrade cell capacity in customer usage area,Network Ops,1.116,False,4985,0.52211995209586
currentequipmentdays,decrease,675.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.16,False,4994,0.550048033963905
monthlyminutes,increase,110.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.785,False,4994,0.550048033963905
percchangeminutes,increase,-110.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.384,False,4994,0.550048033963905
currentequipmentdays,decrease,781.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.578,False,5002,0.5132947788047143
monthlyminutes,increase,109.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.787,False,5002,0.5132947788047143
monthlyrevenue,increase,39.16,58.8,Bundle additional services at no cost to boost value,Sales,0.442,False,5002,0.5132947788047143
currentequipmentdays,decrease,717.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.326,False,5055,0.5482136739105454
percchangeminutes,increase,-183.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.668,False,5055,0.5482136739105454
monthlyrevenue,increase,33.29,58.8,Bundle additional services at no cost to boost value,Sales,0.574,False,5055,0.5482136739105454
customercarecalls,decrease,9.7,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,1.537,True,5073,0.5256149097922285
monthlyrevenue,increase,14.82,58.8,Bundle additional services at no cost to boost value,Sales,0.99,False,5073,0.5256149097922285
currentequipmentdays,decrease,608.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.896,False,5073,0.5256149097922285
currentequipmentdays,decrease,714.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.314,False,5104,0.6453299996994365
monthlyminutes,increase,264.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.494,False,5104,0.6453299996994365
droppedcalls,decrease,10.0,6.01,Escalate to network ops for coverage improvement,Network Ops,0.441,False,5104,0.6453299996994365
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,5149,0.6806515753597099
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5149,0.6806515753597099
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,5167,0.6040113468325572
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5167,0.6040113468325572
currentequipmentdays,decrease,602.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.873,False,5192,0.5135623170663862
monthlyminutes,increase,190.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.633,False,5192,0.5135623170663862
currentequipmentdays,decrease,770.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.534,False,5213,0.5050449006484287
monthlyminutes,increase,93.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.817,False,5213,0.5050449006484287
monthlyrevenue,increase,24.25,58.8,Bundle additional services at no cost to boost value,Sales,0.777,False,5213,0.5050449006484287
customercarecalls,decrease,21.0,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,3.754,True,5221,0.5591076563176552
overageminutes,decrease,250.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.178,False,5221,0.5591076563176552
currentequipmentdays,decrease,708.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.29,False,5221,0.5591076563176552
monthlyminutes,increase,2.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.989,False,5259,0.5086709763279661
monthlyrevenue,increase,19.99,58.8,Bundle additional services at no cost to boost value,Sales,0.873,False,5259,0.5086709763279661
currentequipmentdays,decrease,705.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.278,False,5267,0.7020224243635604
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5267,0.7020224243635604
monthlyrevenue,increase,42.49,58.8,Bundle additional services at no cost to boost value,Sales,0.367,False,5267,0.7020224243635604
currentequipmentdays,decrease,659.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.097,False,5268,0.6049204196443593
monthlyrevenue,increase,32.25,58.8,Bundle additional services at no cost to boost value,Sales,0.597,False,5268,0.6049204196443593
monthlyminutes,increase,267.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.488,False,5268,0.6049204196443593
currentequipmentdays,decrease,764.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.511,False,5292,0.5328503643201995
percchangeminutes,increase,-236.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.875,False,5292,0.5328503643201995
monthlyminutes,increase,273.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.477,False,5292,0.5328503643201995
currentequipmentdays,decrease,703.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.271,False,5306,0.5755451460279255
percchangeminutes,increase,-232.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.859,False,5306,0.5755451460279255
monthlyrevenue,increase,35.94,58.8,Bundle additional services at no cost to boost value,Sales,0.514,False,5306,0.5755451460279255
currentequipmentdays,decrease,655.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.081,False,5347,0.6666114858247654
monthlyminutes,increase,120.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.766,False,5347,0.6666114858247654
totalrecurringcharge,decrease,55.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.343,False,5347,0.6666114858247654
droppedcalls,decrease,24.3,6.01,Escalate to network ops for coverage improvement,Network Ops,2.022,False,5348,0.5465218336597065
percchangerevenues,increase,-67.6,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.684,False,5348,0.5465218336597065
overageminutes,decrease,194.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.597,False,5348,0.5465218336597065
currentequipmentdays,decrease,654.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.077,False,5355,0.9003130898002374
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5355,0.9003130898002374
overageminutes,decrease,128.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.913,False,5379,0.5228770287210319
droppedcalls,decrease,9.7,6.01,Escalate to network ops for coverage improvement,Network Ops,0.408,False,5379,0.5228770287210319
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5397,0.6284810991406398
monthlyrevenue,increase,20.17,58.8,Bundle additional services at no cost to boost value,Sales,0.869,False,5397,0.6284810991406398
currentequipmentdays,decrease,697.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.247,False,5418,0.6032950123660212
percchangeminutes,increase,-180.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.657,False,5418,0.6032950123660212
monthlyminutes,increase,184.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.645,False,5418,0.6032950123660212
currentequipmentdays,decrease,585.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.806,False,5504,0.5355190697115627
monthlyminutes,increase,300.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.426,False,5504,0.5355190697115627
monthlyrevenue,increase,41.18,58.8,Bundle additional services at no cost to boost value,Sales,0.397,False,5504,0.5355190697115627
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5633,0.6008304911236094
currentequipmentdays,decrease,580.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.786,False,5633,0.6008304911236094
monthlyrevenue,increase,30.27,58.8,Bundle additional services at no cost to boost value,Sales,0.642,False,5633,0.6008304911236094
currentequipmentdays,decrease,579.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.782,False,5670,0.5583938617667974
overageminutes,decrease,115.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.778,False,5670,0.5583938617667974
droppedcalls,decrease,11.3,6.01,Escalate to network ops for coverage improvement,Network Ops,0.585,False,5670,0.5583938617667974
percchangeminutes,increase,-428.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.623,False,5737,0.5131162641389675
droppedcalls,decrease,18.3,6.01,Escalate to network ops for coverage improvement,Network Ops,1.359,False,5737,0.5131162641389675
percchangerevenues,increase,-44.8,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.106,False,5737,0.5131162641389675
percchangeminutes,increase,-242.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.898,False,5779,0.5117573548443182
currentequipmentdays,decrease,576.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.77,False,5779,0.5117573548443182
percchangerevenues,increase,-15.5,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.363,False,5779,0.5117573548443182
percchangeminutes,increase,-315.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.183,False,5787,0.7099880262054203
droppedcalls,decrease,14.0,6.01,Escalate to network ops for coverage improvement,Network Ops,0.883,False,5787,0.7099880262054203
currentequipmentdays,decrease,559.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.703,False,5787,0.7099880262054203
percchangeminutes,increase,-406.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.537,False,5789,0.558229635611826
currentequipmentdays,decrease,745.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.436,False,5789,0.558229635611826
percchangerevenues,increase,-19.0,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.452,False,5789,0.558229635611826
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,5822,0.6338928494393529
currentequipmentdays,decrease,637.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.01,False,5822,0.6338928494393529
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5822,0.6338928494393529
currentequipmentdays,decrease,744.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.432,False,5827,0.5376079451898882
monthlyrevenue,increase,4.75,58.8,Bundle additional services at no cost to boost value,Sales,1.216,False,5827,0.5376079451898882
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,5827,0.5376079451898882
percchangeminutes,increase,-761.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,2.921,False,5858,0.5518376612753317
droppedcalls,decrease,22.0,6.01,Escalate to network ops for coverage improvement,Network Ops,1.768,False,5858,0.5518376612753317
totalrecurringcharge,decrease,85.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.603,False,5858,0.5518376612753317
